gid,role,role_score,cluster_id,priority_score,evidence
100000008346837100,consolidator,0.957842,13,0.937038,Признаки консолидации. Вход 9: 254359.00 KZT; выход 25: 1258643.00 KZT; seed-путей 6.
100000004394765100,consolidator,0.705717,5,0.708631,Признаки консолидации. Вход 3: 603844.00 KZT; выход 2: 82500.00 KZT; seed-путей 3.
100000006274203100,peripheral,0.200000,19,0.707750,Нет специфической роли. Вход 2: 3417512.00 KZT; выход 3: 72000.00 KZT; seed-путей 4.
100000004041163100,peripheral,0.200000,20,0.705453,Нет специфической роли. Вход 1: 50000.00 KZT; выход 2: 866000.00 KZT; seed-путей 8.
100000008692291100,transit,0.879993,10,0.703793,Признаки транзита. Вход 3: 160000.00 KZT; выход 3: 156000.00 KZT; seed-путей 3.
100000006579678100,distributor,0.548300,5,0.703411,Признаки распределения. Вход 2: 192930.00 KZT; выход 6: 1668800.00 KZT; seed-путей 2.
100000003171587100,peripheral,0.200000,6,0.703342,Нет специфической роли. Вход 2: 700000.00 KZT; выход 2: 431300.00 KZT; seed-путей 3.
100000008460102100,distributor,0.911816,8,0.702194,Признаки распределения. Вход 1: 17500.00 KZT; выход 31: 476570.00 KZT; seed-путей 1.
100000008625905100,peripheral,0.200000,16,0.699744,Нет специфической роли. Вход 1: 197800.00 KZT; выход 2: 635000.00 KZT; seed-путей 4.
100000003213473100,distributor,0.593401,1,0.699411,Признаки распределения. Вход 1: 57500.00 KZT; выход 11: 240000.00 KZT; seed-путей 2.
100000001287955100,peripheral,0.200000,14,0.699387,Нет специфической роли. Вход 1: 17520.00 KZT; выход 4: 310000.00 KZT; seed-путей 1.
100000008628231100,peripheral,0.200000,65,0.698521,Нет специфической роли. Вход 1: 50000.00 KZT; выход 2: 627870.00 KZT; seed-путей 4.
100000008137435100,distributor,0.540231,22,0.697574,Признаки распределения. Вход 2: 93906.00 KZT; выход 6: 1419700.00 KZT; seed-путей 1.
100000008011159100,consolidator,0.589285,40,0.696315,Признаки консолидации. Вход 3: 363000.00 KZT; выход 5: 153037.00 KZT; seed-путей 2.
100000008545727100,distributor,0.553487,8,0.696116,Признаки распределения. Вход 1: 30000.00 KZT; выход 6: 1866500.00 KZT; seed-путей 2.
100000007392365100,distributor,0.550605,39,0.694905,Признаки распределения. Вход 1: 9613.00 KZT; выход 6: 1765600.00 KZT; seed-путей 2.
100000004479404100,peripheral,0.200000,43,0.693175,Нет специфической роли. Вход 2: 1492000.00 KZT; выход 1: 300000.00 KZT; seed-путей 2.
100000004677680100,peripheral,0.200000,12,0.692997,Нет специфической роли. Вход 2: 63000.00 KZT; выход 1: 168000.00 KZT; seed-путей 5.
100000002343825100,consolidator,0.688038,10,0.692592,Признаки консолидации. Вход 3: 350000.00 KZT; выход 2: 89800.00 KZT; seed-путей 3.
100000008104567100,coordinator,0.550000,8,0.690999,Структурный кандидат на координацию. Вход 3: 53550.00 KZT; выход 3: 40000.00 KZT; seed-путей 2.
100000003528285100,consolidator,0.596917,3,0.690904,Признаки консолидации. Вход 4: 118870.00 KZT; выход 4: 548000.00 KZT; seed-путей 2.
100000002628576100,peripheral,0.200000,6,0.689494,Нет специфической роли. Вход 2: 727882.00 KZT; выход 2: 539000.00 KZT; seed-путей 3.
100000008003034100,peripheral,0.200000,13,0.688514,Нет специфической роли. Вход 1: 12201.00 KZT; выход 4: 135000.00 KZT; seed-путей 2.
100000002988894100,peripheral,0.200000,3,0.687842,Нет специфической роли. Вход 1: 306121.00 KZT; выход 3: 77500.00 KZT; seed-путей 4.
100000004299488100,consolidator,0.884780,1,0.686535,Признаки консолидации. Вход 6: 1749000.00 KZT; выход 2: 344999.00 KZT; seed-путей 3.
100000001282143100,terminal,0.650000,14,0.686256,Наблюдаемый конец маршрута. Вход 5: 1700000.00 KZT; выход 0: 0.00 KZT; seed-путей 5.
100000008254069100,distributor,0.362680,20,0.685534,Признаки распределения. Вход 1: 10200.00 KZT; выход 5: 107500.00 KZT; seed-путей 4.
100000008560717100,consolidator,0.927204,6,0.684056,Признаки консолидации. Вход 7: 529000.00 KZT; выход 1: 25000.00 KZT; seed-путей 3.
100000000490383100,consolidator,0.606556,5,0.683153,Признаки консолидации. Вход 3: 62600.00 KZT; выход 8: 461375.00 KZT; seed-путей 3.
100000008722417100,peripheral,0.200000,6,0.682431,Нет специфической роли. Вход 1: 331900.00 KZT; выход 3: 720000.00 KZT; seed-путей 3.
100000008761219100,peripheral,0.200000,46,0.682381,Нет специфической роли. Вход 2: 50000.00 KZT; выход 2: 375000.00 KZT; seed-путей 4.
100000000667713100,distributor,0.367896,5,0.681548,Признаки распределения. Вход 2: 119495.00 KZT; выход 6: 79236.00 KZT; seed-путей 3.
100000002205022100,peripheral,0.200000,54,0.680660,Нет специфической роли. Вход 1: 7100.00 KZT; выход 3: 518000.00 KZT; seed-путей 4.
100000000089154100,distributor,0.753170,1,0.680408,Признаки распределения. Вход 1: 10000.00 KZT; выход 15: 425500.00 KZT; seed-путей 1.
100000001330685100,consolidator,0.717503,6,0.679726,Признаки консолидации. Вход 3: 2435923.00 KZT; выход 1: 100500.00 KZT; seed-путей 3.
100000002894076100,terminal,0.650000,7,0.679265,Наблюдаемый конец маршрута. Вход 4: 1122782.00 KZT; выход 0: 0.00 KZT; seed-путей 7.
100000002398779100,consolidator,0.994220,1,0.678954,Признаки консолидации. Вход 13: 1095690.00 KZT; выход 1: 66000.00 KZT; seed-путей 5.
100000001072022100,terminal,0.650000,3,0.678214,Наблюдаемый конец маршрута. Вход 3: 1684000.00 KZT; выход 0: 0.00 KZT; seed-путей 5.
100000003366154100,peripheral,0.200000,3,0.677086,Нет специфической роли. Вход 1: 125000.00 KZT; выход 3: 289170.00 KZT; seed-путей 4.
100000003035737100,peripheral,0.200000,6,0.676025,Нет специфической роли. Вход 2: 809170.00 KZT; выход 1: 6544.53 KZT; seed-путей 3.
100000008620570100,peripheral,0.200000,4,0.675950,Нет специфической роли. Вход 2: 145000.00 KZT; выход 2: 31800.00 KZT; seed-путей 4.
100000004746397100,peripheral,0.200000,6,0.675502,Нет специфической роли. Вход 1: 219520.00 KZT; выход 1: 7500.00 KZT; seed-путей 3.
100000005124479100,peripheral,0.200000,1,0.674705,Нет специфической роли. Вход 2: 137753.00 KZT; выход 2: 22000.00 KZT; seed-путей 4.
100000001279272100,peripheral,0.200000,1,0.674512,Нет специфической роли. Вход 1: 250000.00 KZT; выход 2: 136758.00 KZT; seed-путей 1.
100000008188026100,peripheral,0.200000,16,0.672929,Нет специфической роли. Вход 2: 86468.00 KZT; выход 4: 337983.17 KZT; seed-путей 2.
100000004077081100,peripheral,0.200000,3,0.672733,Нет специфической роли. Вход 1: 140000.00 KZT; выход 4: 615000.00 KZT; seed-путей 3.
100000005610717100,consolidator,0.754941,1,0.671623,Признаки консолидации. Вход 4: 484500.00 KZT; выход 1: 265200.00 KZT; seed-путей 3.
100000003589877100,distributor,0.481441,10,0.671146,Признаки распределения. Вход 2: 176000.00 KZT; выход 6: 416129.00 KZT; seed-путей 2.
100000008324800100,transit,0.767915,70,0.670964,Признаки транзита. Вход 3: 526500.00 KZT; выход 1: 511000.00 KZT; seed-путей 3.
100000007382543100,consolidator,0.469339,28,0.670162,Признаки консолидации. Вход 3: 218000.00 KZT; выход 5: 427000.00 KZT; seed-путей 1.
100000003741418100,consolidator,0.933590,6,0.669560,Признаки консолидации. Вход 9: 151900.00 KZT; выход 3: 39920.00 KZT; seed-путей 3.
100000004707703100,transit,0.809113,5,0.668519,Признаки транзита. Вход 2: 239300.00 KZT; выход 5: 231650.00 KZT; seed-путей 2.
100000008389800100,distributor,0.510865,5,0.667995,Признаки распределения. Вход 3: 189000.00 KZT; выход 7: 401620.00 KZT; seed-путей 1.
100000002267998100,peripheral,0.200000,22,0.667367,Нет специфической роли. Вход 2: 420000.00 KZT; выход 3: 1115000.00 KZT; seed-путей 2.
100000008603331100,distributor,0.514870,10,0.666356,Признаки распределения. Вход 2: 39500.00 KZT; выход 6: 741774.00 KZT; seed-путей 1.
100000004076740100,consolidator,0.426728,33,0.663906,Признаки консолидации. Вход 3: 93250.00 KZT; выход 6: 125000.00 KZT; seed-путей 1.
100000004420041100,distributor,0.538530,11,0.663680,Признаки распределения. Вход 1: 69638.00 KZT; выход 7: 651830.00 KZT; seed-путей 1.
100000005079754100,peripheral,0.200000,3,0.663651,Нет специфической роли. Вход 1: 70000.00 KZT; выход 2: 122000.00 KZT; seed-путей 4.
100000006972210100,terminal,0.650000,9,0.662762,Наблюдаемый конец маршрута. Вход 3: 488775.00 KZT; выход 0: 0.00 KZT; seed-путей 7.
100000002849158100,consolidator,0.708097,9,0.661686,Признаки консолидации. Вход 3: 723000.00 KZT; выход 1: 1313000.00 KZT; seed-путей 3.
100000006069103100,consolidator,0.570926,53,0.661273,Признаки консолидации. Вход 3: 228818.00 KZT; выход 3: 270000.00 KZT; seed-путей 2.
100000008086440100,distributor,0.388617,1,0.658828,Признаки распределения. Вход 1: 199733.00 KZT; выход 5: 161300.00 KZT; seed-путей 2.
100000000910216100,peripheral,0.200000,3,0.658349,Нет специфической роли. Вход 1: 71000.00 KZT; выход 1: 52010.00 KZT; seed-путей 2.
100000008121806100,peripheral,0.200000,4,0.657928,Нет специфической роли. Вход 1: 67000.00 KZT; выход 4: 248509.00 KZT; seed-путей 1.
100000001526235100,distributor,0.546628,25,0.657621,Признаки распределения. Вход 3: 82000.00 KZT; выход 8: 432750.00 KZT; seed-путей 1.
100000002921047100,peripheral,0.200000,7,0.657422,Нет специфической роли. Вход 2: 338000.00 KZT; выход 1: 163000.02 KZT; seed-путей 3.
100000002939838100,terminal,0.650000,5,0.655662,Наблюдаемый конец маршрута. Вход 3: 571233.00 KZT; выход 0: 0.00 KZT; seed-путей 6.
100000001732159100,peripheral,0.200000,10,0.654838,Нет специфической роли. Вход 2: 2378100.00 KZT; выход 4: 1505966.00 KZT; seed-путей 3.
100000008379273100,transit,0.657874,8,0.653984,Признаки транзита. Вход 2: 36000.00 KZT; выход 4: 38000.00 KZT; seed-путей 2.
100000008587459100,peripheral,0.200000,1,0.652728,Нет специфической роли. Вход 2: 181507.00 KZT; выход 2: 686500.00 KZT; seed-путей 2.
100000002718366100,terminal,0.650000,9,0.652102,Наблюдаемый конец маршрута. Вход 6: 2525000.00 KZT; выход 0: 0.00 KZT; seed-путей 5.
100000004480280100,peripheral,0.200000,3,0.651345,Нет специфической роли. Вход 1: 146694.00 KZT; выход 2: 295850.00 KZT; seed-путей 4.
