rank,gid,role,priority_score,why
17,100000005074393100,consolidator,0.860489,"Признаки консолидации: 4 плательщиков, 6 получателей; вход 563026.00 KZT, выход 685500.00 KZT; выход/вход 121.8% (наблюдаемый срез). Достижим от 6 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
18,100000008477350100,distributor,0.855126,"Признаки распределения: 11 плательщиков, 39 получателей; вход 610100.00 KZT, выход 3374866.00 KZT; выход/вход 553.2% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
19,100000006866783100,consolidator,0.850399,"Признаки консолидации: 13 плательщиков, 67 получателей; вход 838812.00 KZT, выход 3948037.00 KZT; выход/вход 470.7% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Seed: входящие из-за границ выборки неполны. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
20,100000004156082100,distributor,0.846987,"Признаки распределения: 5 плательщиков, 26 получателей; вход 377366.11 KZT, выход 2319556.00 KZT; выход/вход 614.7% (наблюдаемый срез). Достижим от 4 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
21,100000007442518100,consolidator,0.841726,"Признаки консолидации: 5 плательщиков, 9 получателей; вход 510000.00 KZT, выход 4419999.00 KZT; выход/вход 866.7% (наблюдаемый срез). Достижим от 4 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
22,100000004351795100,distributor,0.837939,"Признаки распределения: 3 плательщиков, 14 получателей; вход 118333.00 KZT, выход 1715161.00 KZT; выход/вход 1449.4% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
23,100000008489922100,distributor,0.834205,"Признаки распределения: 3 плательщиков, 36 получателей; вход 262010.00 KZT, выход 3789900.00 KZT; выход/вход 1446.5% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
24,100000001857829100,consolidator,0.833422,"Признаки консолидации: 6 плательщиков, 16 получателей; вход 888535.00 KZT, выход 2390993.00 KZT; выход/вход 269.1% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
25,100000008710843100,distributor,0.831898,"Признаки распределения: 2 плательщиков, 13 получателей; вход 33944.00 KZT, выход 1985500.00 KZT; выход/вход 5849.3% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
26,100000008304139100,distributor,0.831163,"Признаки распределения: 4 плательщиков, 24 получателей; вход 189329.75 KZT, выход 1692997.00 KZT; выход/вход 894.2% (наблюдаемый срез). Достижим от 2 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
27,100000008547844100,distributor,0.830797,"Признаки распределения: 3 плательщиков, 19 получателей; вход 177600.00 KZT, выход 2042199.00 KZT; выход/вход 1149.9% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
28,100000008547948100,distributor,0.825820,"Признаки распределения: 6 плательщиков, 26 получателей; вход 212665.00 KZT, выход 5185600.00 KZT; выход/вход 2438.4% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
29,100000003016635100,distributor,0.822750,"Признаки распределения: 8 плательщиков, 73 получателей; вход 586981.00 KZT, выход 9414081.00 KZT; выход/вход 1603.8% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Seed: входящие из-за границ выборки неполны. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
30,100000008686313100,consolidator,0.822407,"Признаки консолидации: 6 плательщиков, 7 получателей; вход 1912716.00 KZT, выход 333800.00 KZT; выход/вход 17.5% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег."
31,100000004997515100,consolidator,0.820293,"Признаки консолидации: 4 плательщиков, 4 получателей; вход 395000.00 KZT, выход 54500.00 KZT; выход/вход 13.8% (наблюдаемый срез). Достижим от 5 seed. Это отношение потоков, не остаток и не трассировка тех же денег."
32,100000001616816100,consolidator,0.816098,"Признаки консолидации: 5 плательщиков, 3 получателей; вход 176195.00 KZT, выход 181326.00 KZT; выход/вход 102.9% (наблюдаемый срез). Достижим от 7 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Seed: входящие из-за границ выборки неполны. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
33,100000004403675100,coordinator,0.814551,"Структурный кандидат на координацию: 4 плательщиков, 5 получателей; вход 182980.00 KZT, выход 264699.00 KZT; выход/вход 144.7% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
34,100000003635170100,transit,0.813363,"Признаки транзита: 3 плательщиков, 4 получателей; вход 268500.00 KZT, выход 253500.00 KZT; выход/вход 94.4% (наблюдаемый срез). Достижим от 5 seed. Это отношение потоков, не остаток и не трассировка тех же денег."
35,100000004400305100,distributor,0.812392,"Признаки распределения: 7 плательщиков, 82 получателей; вход 222800.00 KZT, выход 5830181.00 KZT; выход/вход 2616.8% (наблюдаемый срез). Достижим от 2 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
36,100000008733194100,consolidator,0.810583,"Признаки консолидации: 4 плательщиков, 8 получателей; вход 251424.00 KZT, выход 159695.00 KZT; выход/вход 63.5% (наблюдаемый срез). Достижим от 4 seed. Это отношение потоков, не остаток и не трассировка тех же денег."
37,100000008730846100,consolidator,0.810235,"Признаки консолидации: 7 плательщиков, 3 получателей; вход 155042.00 KZT, выход 363370.00 KZT; выход/вход 234.4% (наблюдаемый срез). Достижим от 4 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
38,100000007593823100,coordinator,0.805100,"Структурный кандидат на координацию: 3 плательщиков, 13 получателей; вход 25000.00 KZT, выход 162900.00 KZT; выход/вход 651.6% (наблюдаемый срез). Достижим от 4 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
39,100000003242289100,distributor,0.804671,"Признаки распределения: 3 плательщиков, 23 получателей; вход 550791.00 KZT, выход 2377741.00 KZT; выход/вход 431.7% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
40,100000004070318100,distributor,0.803692,"Признаки распределения: 4 плательщиков, 19 получателей; вход 207246.55 KZT, выход 551860.00 KZT; выход/вход 266.3% (наблюдаемый срез). Достижим от 2 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
41,100000005782781100,consolidator,0.803568,"Признаки консолидации: 6 плательщиков, 10 получателей; вход 171888.00 KZT, выход 1263597.00 KZT; выход/вход 735.1% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
42,100000008465789100,distributor,0.802981,"Признаки распределения: 1 плательщиков, 16 получателей; вход 30099.00 KZT, выход 1858100.00 KZT; выход/вход 6173.3% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
43,100000006889963100,consolidator,0.796391,"Признаки консолидации: 4 плательщиков, 1 получателей; вход 1431000.00 KZT, выход 443475.80 KZT; выход/вход 31.0% (наблюдаемый срез). Достижим от 9 seed. Это отношение потоков, не остаток и не трассировка тех же денег."
44,100000001899164100,consolidator,0.794617,"Признаки консолидации: 4 плательщиков, 3 получателей; вход 291675.00 KZT, выход 76500.00 KZT; выход/вход 26.2% (наблюдаемый срез). Достижим от 5 seed. Это отношение потоков, не остаток и не трассировка тех же денег."
45,100000005287097100,distributor,0.794076,"Признаки распределения: 2 плательщиков, 9 получателей; вход 127173.00 KZT, выход 697300.00 KZT; выход/вход 548.3% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
46,100000008752616100,distributor,0.788873,"Признаки распределения: 2 плательщиков, 7 получателей; вход 64510.00 KZT, выход 1265000.00 KZT; выход/вход 1960.9% (наблюдаемый срез). Достижим от 4 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
47,100000003701161100,consolidator,0.788328,"Признаки консолидации: 4 плательщиков, 3 получателей; вход 1527103.00 KZT, выход 349000.00 KZT; выход/вход 22.9% (наблюдаемый срез). Достижим от 3 seed. Это отношение потоков, не остаток и не трассировка тех же денег."
48,100000004847758100,distributor,0.788152,"Признаки распределения: 4 плательщиков, 15 получателей; вход 115171.00 KZT, выход 488800.00 KZT; выход/вход 424.4% (наблюдаемый срез). Достижим от 2 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
49,100000005933757100,distributor,0.787064,"Признаки распределения: 4 плательщиков, 34 получателей; вход 1246000.00 KZT, выход 3002628.00 KZT; выход/вход 241.0% (наблюдаемый срез). Достижим от 2 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
50,100000005048668100,coordinator,0.786558,"Структурный кандидат на координацию: 2 плательщиков, 8 получателей; вход 16668.00 KZT, выход 159400.00 KZT; выход/вход 956.3% (наблюдаемый срез). Достижим от 4 seed. Это отношение потоков, не остаток и не трассировка тех же денег. Наблюдаемый выход больше входа; неизвестны внешние поступления и начальный остаток."
